type,fatalities,country,cat,year
Airspeed AS.57 Ambassador 2,0,U.K.,A1,1967
Scottish Aviation Twin Pioneer CC.2,0,U.A.E.,A1,1967
Dornier Do 28D Skyservant,,Canada,A1,1967
Douglas C-47D (DC-3),,,A1,1967
Vickers 808 Viscount,0,U.K.,A1,1967
Oakland Centaurus,0,USA,A1,1967
Lockheed P-2H Neptune,5,USA,A1,1967
Scottish Aviation Twin Pioneer CC.2,0,Malaysia,A1,1967
Douglas C-47A (DC-3),,USA,U1,1967
Dassault Falcon 20C,0,Canada,A1,1967
Douglas AC-47D,7,Vietnam,C1,1967
Douglas VC-47H (DC-3),3,Singapore,A1,1967
Fokker F-27 Friendship 200,8,Nigeria,C1,1967
Lockheed C-130B Hercules,23,Vietnam,A1,1967
Antonov An-2T,,Poland,A1,1967
DH-106 Comet 4,66,Mediterranean Sea,C1,1967
Bristol 175 Britannia C.1,0,Yemen,A1,1967
Lockheed C-130A Hercules,1,Vietnam,A1,1967
Lisunov Li-2,5,Russia,A1,1967
Douglas DC-3,0,Philippines,A1,1967
Douglas C-47B (DC-3),,Brazil,U1,1967
Lockheed C-130E Hercules,5,Vietnam,A1,1967
Douglas DC-3A,0,Denmark,O1,1967
Lockheed 18 Lodestar,0,Argentina,A1,1967
Curtiss C-46D,16,Vietnam,A1,1967
Learjet 23,0,USA,A1,1967
Fairchild C-123K Provider,0,Vietnam,C1,1967
Handley Page HPR-7 Herald 214,21,Brazil,A1,1967
SE-210 Caravelle 10R,37,U.K.,A1,1967
Convair CV-880,1,Hong Kong,A1,1967
Avro Shackleton MR.2,8,Indian Ocean,A1,1967
Boeing 707-131,1,USA,A1,1967
Douglas C-47A (DC-3),,Nigeria,C1,1967
Douglas C-47 (DC-3),5,Mexico,A1,1967
Consolidated PBY-5A Catalina,1,France,A1,1967
Boeing 727-23,0,USA,C2,1967
Nord 2501 Noratlas,9,Senegal,A1,1967
Lockheed C-130E Hercules,0,Vietnam,C1,1967
Lockheed C-130E Hercules,0,Vietnam,C1,1967
Ilyushin Il-18V,107,Russia,A1,1967
VEB 14P,0,Germany,A1,1967
Avro Shackleton MR.3,9,Atlantic Ocean,A1,1967
Convair CV-880,70,USA,A1,1967
Curtiss C-46A,,Bolivia,A1,1967
Douglas C-47B (DC-3),,Bolivia,U1,1967
U-1A Otter (DHC-3),7,Vietnam,A1,1967
Lockheed C-130E-I Hercules,0,Vietnam,C1,1967
Vickers 745D Viscount,0,USA,A1,1967
Learjet 23,3,USA,A1,1967
C-7B Caribou (DHC-4),26,Vietnam,A1,1967
DH-114 Heron 1B,,Nigeria,A1,1967
Lockheed P-2H Neptune,0,USA,A1,1967
A.W. AW-650 Argosy 222,0,U.K.,A1,1967
Douglas DC-3,10,Laos,A1,1967
Morane Saulnier MS.760 Paris I,0,France,A1,1967
Douglas C-54A (DC-4),72,Peru,A1,1967
Vickers C-90 Viscount (742D),0,Brazil,A1,1967
Fairchild C-123K Provider,0,Vietnam,A1,1967
Learjet 23,0,USA,A1,1967
Vickers 745D Viscount,0,USA,A1,1967
C-7A Caribou (DHC-4),0,Vietnam,C1,1967
Douglas AC-47,,Thailand,A1,1967
Lockheed P-2H Neptune,,USA,A1,1967
Blackburn Beverley C.1,6,Malaysia,A1,1967
Douglas C-47A (DC-3),2,USA,A1,1967
Douglas DC-3-270B,0,USA,O1,1967
Sabreliner 40,0,USA,O1,1967
Avro Shackleton MR.3,13,U.K.,A1,1967
Douglas DC-6B,0,Sweden,A1,1967
Hawker Siddeley HS-125-3B,2,U.K.,A1,1967
Douglas C-47A (DC-3),4,Thailand,A1,1967
Douglas DC-3,0,India,A2,1967
Lockheed C-130E-I Hercules,11,Vietnam,A1,1967
Antonov An-24B,43,Latvia,A1,1967
Antonov An-24B,0,Russia,A1,1967
Bristol 170 Freighter 31M,,,A1,1967
Douglas C-47A (DC-3),0,D.R. Congo,A1,1967
Chase YC-122C Avitruc,0,Guyana,A1,1967
Martin 4-0-4,0,USA,A1,1968
Morane Saulnier MS.760 Paris I,2,France,A1,1968
Antonov An-2TP,14,Russia,A1,1968
Antonov An-2TP,2,Russia,A1,1968
Antonov An-24B,45,Russia,A1,1968
DHC-3 Otter,0,Canada,A1,1968
Douglas C-47B (DC-3),0,Austria,A1,1968
Boeing 720-060B,0,Lebanon,A1,1968
Ilyushin Il-18V,0,Kazakhstan,A1,1968
Douglas VC-47D (DC-3),1,Italy,A1,1968
Douglas R5D-2 (DC-4),19,USA,A1,1968
Lockheed OP-2E Neptune,9,Laos,A1,1968
Antonov An-2,,Laos,C1,1968
Antonov An-2,,Laos,C1,1968
Douglas DC-3,4,Egypt,A1,1968
Lockheed L-1329 JetStar I,0,Germany,A1,1968
Lockheed P-3A Orion,12,Japan,A1,1968
Douglas C-47A (DC-3),,Nigeria,A1,1968
Boeing KC-135A,13,USA,A1,1968
Douglas C-47A (DC-3),0,Brazil,A1,1968
Douglas DC-7B,0,Germany,A1,1968
SE-210 Caravelle IA,0,Thailand,A2,1968
DH-114 Heron 1B,15,Comoros,A1,1968
Antonov An-12B,0,Russia,A1,1968
Lockheed L-1049G-82-151 Super Constellation,5,Nigeria,A1,1968
Douglas LC-117D,0,Antarctica,O1,1968
Lockheed P-3B Orion,12,Pacific Ocean,A1,1968
Boeing 707-138B,2,Canada,A1,1968
Antonov An-12BP,102,India,A1,1968
Consolidated C-10A Catalina (PBY-5A),4,Brazil,A1,1968
Douglas C-47 (DC-3),,,A1,1968
Douglas DC-6,0,Vietnam,H2,1968
Lockheed KC-130F Hercules,8,Vietnam,C1,1968
Scottish Aviation Twin Pioneer CC.1,0,Malaysia,A1,1968
Antonov An-2,0,Kazakhstan,A1,1968
Douglas AC-47D,8,Vietnam,C1,1968
Boeing 727-92C,22,Taiwan,A1,1968
Lockheed OP-2E Neptune,8,Laos,C1,1968
Lockheed C-130B Hercules,0,Vietnam,C1,1968
Douglas C-47D,0,Vietnam,A1,1968
Douglas C-47D (DC-3),,Vietnam,C1,1968
unknown,2,Iraq,A1,1968
DC-8,0,Cuba,H2,1968
Ilyushin Il-18V,0,Ukraine,A1,1968
Douglas DC-3,37,Laos,A1,1968
Lockheed OP-2E Neptune,2,Laos,C1,1968
Douglas C-47A (DC-3),0,USA,A1,1968
Ilyushin Il-18D,83,Russia,A1,1968
Lockheed C-130E Hercules,0,Vietnam,C1,1968
Fairchild C-123K Provider,0,Vietnam,C1,1968
Lockheed C-130A Hercules,6,Vietnam,A1,1968
Lockheed C-130E Hercules,0,Vietnam,A1,1968
Douglas C-54A (DC-4),0,Cuba,H2,1968
Boeing 707-328C,63,Guadeloupe,A1,1968
Fairchild C-123K Provider,49,Vietnam,C1,1968
Douglas C-124C Globemaster II,,USA,O1,1968
Tupolev Tu-124,1,Russia,A1,1968
Fairchild C-123K Provider,0,Vietnam,C1,1968
Fairchild F-27,14,Philippines,A1,1968
Ilyushin Il-14,5,Armenia,A1,1968
Douglas DC-6B,16,Reunion,A1,1968
Douglas EC-47P,0,Vietnam,C1,1968
Douglas C-47A (DC-3),0,Mozambique,C1,1968
DC-8,0,Cuba,H2,1968
Douglas AC-47D,0,Vietnam,C1,1968
Dassault Falcon 20C,6,USA,A1,1968
Douglas C-47A (DC-3),4,Peru,A1,1968
Convair CV-340-38,0,USA,A1,1968
Boeing 727-22C,0,USA,A1,1968
Convair CV-580,0,Cuba,H2,1968
Douglas C-47A (DC-3),0,Vietnam,A1,1968
Vickers 803 Viscount,61,Ireland,A1,1968
Fairchild C-123K Provider,0,Thailand,C1,1968
Lockheed 18 Lodestar,1,New Zealand,A1,1968
Douglas C-47A (DC-3),,Brazil,U1,1968
Douglas DC-9-15,0,USA,A2,1968
DHC-3 Otter,0,Norway,A1,1968
Lockheed L-1049G Super Constellation,3,Panama,A1,1968
Fairchild C-123K Provider,0,Vietnam,A1,1968
Lockheed P-3B Orion,12,Vietnam,C1,1968
Avro Shackleton MR.2,0,U.K.,A1,1968
Lockheed P-2H Neptune,,Philippines,A1,1968
Douglas C-47 (DC-3),,,U1,1968
Lockheed P-3A Orion,8,Pacific Ocean,A1,1968
Douglas DC-3,0,India,A2,1968
Boeing 707-465,5,U.K.,A1,1968
Douglas C-49K (DC-3),36,Chile,A1,1968
Bristol 170 Freighter 31E,0,New Zealand,O1,1968
Douglas R4D-3 (DC-3),18,Mexico,A1,1968
Antonov An-12B,3,Russia,A1,1968
Lockheed L-100 Hercules,0,Zambia,O1,1968
Lockheed L-100 Hercules,0,Zambia,A1,1968
Lockheed P-3B Orion,0,USA,A1,1968
Lockheed C-130B Hercules,1,Vietnam,A1,1968
Lockheed C-130A Hercules,0,Vietnam,A1,1968
Fairchild C-123K Provider,4,USA,A1,1968
Douglas VC-47D (DC-3),0,Bolivia,A1,1968
Avro Shackleton MR.2,11,U.K.,A1,1968
Boeing 707-344C,123,Namibia,A1,1968
Ilyushin Il-18V,5,Russia,A1,1968
C-7A Caribou (DHC-4),0,Vietnam,C1,1968
Lisunov Li-2P,0,Hungary,O1,1968
Lockheed C-130B Hercules,8,Vietnam,C1,1968
Douglas DC-8-31,0,USA,A1,1968
Lockheed L-100 Hercules,22,Pakistan,A1,1968
Douglas C-47 (DC-3),0,Colombia,A2,1968
Lockheed L-188A Electra,85,USA,A1,1968
Fairchild F-27F,2,USA,A1,1968
Vickers 812 Viscount,0,U.K.,A1,1968
Douglas AC-47D,6,Vietnam,C1,1968
Douglas AC-47D,3,Vietnam,C1,1968
A.W. AW-660 Argosy C.1,11,Libya,A1,1968
C-7B Caribou (DHC-4),0,Vietnam,A1,1968
Fairchild F-27,0,Philippines,A1,1968
Douglas C-47D (DC-3),,Portugal,A1,1968
DHC-3 Otter,2,India,A1,1968
Douglas C-47 (DC-3),5,India,A1,1968
Lockheed C-130A Hercules,0,Vietnam,C1,1968
Lockheed C-130B Hercules,155,Vietnam,C1,1968
Lockheed C-130E Hercules,0,Vietnam,A1,1968
Lockheed L-100 Hercules,0,Ecuador,A1,1968
Antonov An-2M,1,Russia,A1,1968
Antonov An-2R,2,Russia,A1,1968
Lockheed C-130A Hercules,9,Laos,C1,1968
Douglas VC-54G (DC-4),1,USA,A1,1968
Fairchild UC-123K Provider,3,Vietnam,C1,1968
Fairchild C-123B Provider,0,Laos,A1,1968
Convair CV-990,30,India,A1,1968
Antonov An-2R,2,Ukraine,A1,1968
Antonov An-2M,,Poland,A1,1968
C-7B Caribou (DHC-4),0,Vietnam,C1,1968
Antonov An-2M,1,Russia,A1,1968
Curtiss C-46,13,Taiwan,A1,1968
Lockheed L-1049H Super Constellation,0,Guinea-Bissau,O1,1968
Douglas C-53 (DC-3),0,Mexico,A1,1968
Vickers Varsity T.1,0,U.K.,A1,1968
Boeing 727-22,0,USA,A2,1968
Fairchild F-27J,0,Canada,A1,1968
Boeing 707-321C,6,India,A1,1968
Piaggio PD.808,6,Spain,A1,1968
DC-9,0,Cuba,H2,1968
DHC-3 Otter,,Ghana,A1,1968
Lockheed C-130E Hercules,0,Vietnam,C1,1968
Fairchild C-123K Provider,0,Vietnam,A1,1968
Douglas DC-8-53,0,Netherlands,O1,1968
Douglas DC-3,0,Cuba,H2,1968
Lockheed L-1049G Super Constellation,4,Nigeria,A1,1968
Rockwell 1121 Jet Commander,1,USA,A1,1968
Boeing 727-51,0,Cuba,H2,1968
Antonov An-2M,2,Ukraine,A1,1968
Douglas DC-7BF,0,USA,A1,1968
Airspeed AS.57 Ambassador 2,6,U.K.,A1,1968
Hawker Siddeley HS-121 Trident 1C,0,U.K.,O1,1968
Hawker Siddeley HS-121 Trident 1C,0,U.K.,O2,1968
Boeing 727,0,USA,H2,1968
CASA 352 (Ju-52),,,U1,1968
Convair CV-340-68,11,Saudi Arabia,A1,1968
Douglas C-47D (DC-3),,,A1,1968
Antonov An-2T,1,Czech Rep.,O1,1968
Convair CV-880,0,,H2,1968
Boeing 707-329C,7,Nigeria,A1,1968
Curtiss C-46 Super C,3,Brazil,A1,1968
DC-8,0,Cuba,H2,1968
Curtiss C-46D,5,Chile,A1,1968
Antonov An-2R,14,Kyrgyzstan,A1,1968
Consolidated P4Y-2G Privateer,4,USA,A1,1968
Boeing 707-458,0,Algeria,H2,1968
C-7B Caribou (DHC-4),2,Vietnam,A1,1968
Douglas C-124C Globemaster II,10,Brazil,A1,1968
Dassault Falcon 20C,0,USA,A2,1968
Lockheed HC-130P Combat King,0,Vietnam,O1,1968
Lockheed HC-130P Combat King,0,Vietnam,O1,1968
Boeing KC-135A,9,USA,A1,1968
Douglas DC-8-43,12,Italy,A1,1968
Antonov An-2,14,Russia,A1,1968
Convair CV-580,0,USA,A2,1968
Antonov An-10A,0,Russia,A1,1968
Consolidated PBY-5A Catalina,2,Canada,A1,1968
Vickers 739A Viscount,48,Germany,A1,1968
Fairchild C-119G Flying Boxcar,6,USA,A1,1968
Fairchild FH-227B,35,USA,A1,1968
Antonov An-24V,40,Mediterranean Sea,A1,1968
Douglas C-54B (DC-4),,,U1,1968
Douglas DC-3D,,D.R. Congo,U1,1968
Hawker Siddeley HS-748,4,Venezuela,A1,1968
Convair CV-240-13,0,USA,O1,1968
Convair CV-600,0,USA,O1,1968
Curtiss C-46F,4,Bolivia,A1,1968
C-7B Caribou (DHC-4),3,Vietnam,C1,1968
Douglas C-118A (DC-6),,Turkey,A1,1968
Douglas AC-47D,0,Vietnam,C1,1968
Douglas C-124C Globemaster II,,USA,U1,1968
DHC-3 Otter,5,Norway,A1,1968
Ilyushin Il-18E,47,Bulgaria,A1,1968
DH-114 Heron 2D,0,Norway,A1,1968
Lockheed C-130E Hercules,5,Vietnam,C1,1968
DHC-3 Otter,9,Canada,A1,1968
Chase YC-122C Avitruc,0,USA,A1,1968
Boeing 707-341C,0,Brazil,O1,1968
SE-210 Caravelle III,95,Mediterranean Sea,A1,1968
Vickers Viscount,0,Canada,H2,1968
Fairchild C-123K Provider,0,Vietnam,A1,1968
Rockwell 1121 Jet Commander,3,USA,A1,1968
Vickers 827 Viscount,3,Brazil,A1,1968
Antonov An-2,1,Bulgaria,A1,1968
Curtiss C-46A,0,Nicaragua,A1,1968
Breguet 1150 Atlantic,6,U.K.,A1,1968
Boeing 720,0,Cuba,H2,1968
Boeing 727-59,0,Cuba,H2,1968
Douglas C-54A (DC-4),0,Cuba,H2,1968
Antonov An-2TP,5,Russia,A1,1968
Boeing KC-135A,11,Micronesia,A1,1968
Douglas C-47A (DC-3),0,USA,A1,1968
Douglas DC-7CF,0,USA,A1,1968
ATL-98 Carvair,0,Canada,A1,1968
Douglas C-54B (DC-4),58,Nigeria,A1,1968
Lockheed L-1649A Starliner,0,USA,A1,1968
Airspeed AS.57 Ambassador 2,0,U.K.,A1,1968
Boeing KC-135A,4,Thailand,A1,1968
C-7B Caribou (DHC-4),13,Vietnam,A1,1968
Douglas DC-7C,0,Nigeria,O1,1968
Antonov An-2M,,,A1,1968
Antonov An-24B,0,Turkmenistan,A1,1968
Hawker Siddeley HS-748,0,Cuba,H2,1968
C-7B Caribou (DHC-4),0,Vietnam,A1,1968
BN-2 Islander,10,Costa Rica,A1,1968
Avia 14-32A,11,Czech Rep.,A1,1968
PBV-1A Canso A (PBY-5A),4,Brazil,A1,1968
Lockheed C-130E Hercules,7,Turkey,A1,1968
Ilyushin Il-18D,0,Russia,A1,1968
Douglas C-47A (DC-3),19,Brazil,A1,1968
Douglas C-47D,23,Vietnam,A1,1968
Boeing KC-135A,6,Taiwan,A1,1968
Douglas VC-47A (DC-3),,,A1,1968
Lockheed P-2H Neptune,,Philippines,U1,1968
Douglas C-47A (DC-3),3,Suriname,A1,1968
Douglas EC-47Q,,USA,A1,1968
Fairchild FH-227C,32,USA,A1,1968
Curtiss C-46,0,USA,H2,1968
